,loss,roughness,charnock
0,1.4284998248165501,0.037470780759891895,0.05677371822299476
1,1.4375920339994543,0.027391412734610848,0.057196390372671754
2,1.3622926713065675,0.025216507844147695,0.05383127236018894
3,281.893532273492,0.025851617690187383,0.001498010206469277
4,1.4986291554278082,0.021575160532461998,0.06016471782048561
5,1.4715000479618712,0.05554316181207364,0.05886751340603362
6,0.24800606683798754,0.04561965160152784,0.01845206393273251
7,1.1848637527955679,0.05425697252647352,0.04634214198466507
8,1.3083906661886626,0.03514666822943528,0.051504998810903244
9,1.0621768907683284,0.03065061042892824,0.04186435827595801
10,1.0689025738965505,0.022907678085115613,0.042085041853085176
11,284.9753976075552,0.03216371857349939,0.003315640704749698
12,2.0058598745118097,0.02364583534639559,0.09578222163081428
13,1.9190389224704132,0.058920819343233205,0.08756533631189661
14,1.738366366327605,0.041377736354818506,0.073910587849634
15,1.9245780712624394,0.03209156299083474,0.08806737335153857
16,1.6837990676271166,0.0576154066506695,0.07055555985469407
17,1.801203980478623,0.02651143222387648,0.07829502731582155
18,0.0096310808885808,0.033009481084953635,0.009023783917672282
19,1.73163568857508,0.03818676506117219,0.07348072564321657
20,2.011967483656269,0.04624365860258302,0.09669049270475348
21,1.6860885813967932,0.04352973723554744,0.0706959477418778
22,0.009018782704981174,0.020759605715992488,0.009051210136576462
23,0.6075517218527775,0.020992416178308018,0.02771916435453364
24,0.1755558741810468,0.0473274639462373,0.016640113091326358
25,1.5064671814728512,0.04963191144702361,0.0607130202753591
26,1.5235228831776726,0.03905196916819664,0.061589580160145485
27,1.834214986010678,0.05286793274079783,0.08078666451368051
28,0.9390056350425835,0.027225778957110935,0.03770778630990022
29,1.385783814166985,0.044764292087116894,0.054853320944446254
30,0.7120907350629828,0.04038375304756896,0.030753641628710592
31,2.0210984180810785,0.024585372123767654,0.09756234527645175
32,1.9184375825872029,0.045019735397916386,0.08751085407243486
33,0.80868818078366,0.023391188250341904,0.03358787430823041
34,0.0006567215485698561,0.0263129454796825,0.01027144591730286
35,1.8719842930978101,0.023394440778446497,0.08343161700534966
36,0.00022546169201357203,0.05945902472595947,0.009841979803638688
37,1.695180045841345,0.05145145304596831,0.07125534156431593
38,0.3577696147962471,0.04534372111516187,0.021104972652620586
39,1.7314857507870327,0.04153949080449451,0.07347120750595026
40,0.6176209345024344,0.054526631423669855,0.027995817751343965
41,1.9097935656062546,0.05511734852541769,0.08672988548182511
42,0.9438840948995346,0.029181985371703696,0.037864802609441625
43,1.7358645923730325,0.029701491654891325,0.07375042252822028
44,1.9653723508331682,0.059220718582832566,0.09183938561844165
45,1.9691001351829438,0.03556109210419262,0.09220776049383922
46,1.7786870076647476,0.025428503331429347,0.07659603487349007
47,1.2519732303751223,0.04248252579579509,0.04902391980056639
48,0.40276267983986846,0.02081569618552962,0.022248037918686386
49,0.5043639635974354,0.029619311595164274,0.024871944999065403
